feature1,feature2,correlation,p-value
averageLikeCount,diffLikeCount,-0.00184852893558,0.877172797865
averageLikeCount,diffNegativeCoefficient,0.00226205307138,0.849991938249
averageLikeCount,diffNeutralCoefficient,-0.00135011027527,0.910124340798
averageLikeCount,diffPositiveCoefficient,-0.00226205307138,0.849991938249
averageLikeCount,diffProfanityWindow2,2.71302796208e-18,1.0
averageLikeCount,diffProfanityWindow3,2.18359252823e-18,1.0
averageLikeCount,diffProfanityWindow4,6.81232087643e-19,1.0
averageLikeCount,diffProfanityWindow5,6.61492593797e-19,1.0
averageLikeCount,diffPunctuationRatio,-0.00110642661556,0.926294845583
averageLikeCount,diffSecondPronounsCount,-0.000747495245116,0.950166656146
averageLikeCount,diffSecondPronounsToWordRatio,0.000412171172332,0.972509296053
averageLikeCount,diffTextDisplayLength,-7.65078762407e-05,0.994896156266
averageLikeCount,diffTextDisplayProcessedLength,-0.000109568089026,0.992690760455
averageLikeCount,diffTextDisplayProcessedWordsCount,-0.000111950195383,0.992531855763
averageLikeCount,diffTextDisplayWordsCount,-8.35680909926e-05,0.994425176364
averageLikeCount,readabilityScore,-0.00501792540556,0.674816105769
averageLikeCount,diversityScore,-0.0152289923252,0.202891085326
averageNegativeCoefficient,averageNeutralCoefficient,-0.112375418019,4.28112343382e-21
averageNegativeCoefficient,averagePositiveCoefficient,-1.0,0.0
averageNegativeCoefficient,averageProfanityWindow2,0.0200903306289,0.0929755656553
averageNegativeCoefficient,averageProfanityWindow3,0.00937757496641,0.432999698064
averageNegativeCoefficient,averageProfanityWindow4,-0.019191033915,0.108560952666
averageNegativeCoefficient,averageProfanityWindow5,0.00675688638743,0.572111594707
averageNegativeCoefficient,averagePunctuationRatio,-0.0729100766576,1.03395290602e-09
averageNegativeCoefficient,averageSecondPronounsCount,0.0778304294048,7.16185309322e-11
averageNegativeCoefficient,averageSecondPronounsToWordRatio,-0.0743387116636,4.84594358405e-10
averageNegativeCoefficient,averageTextDisplayLength,0.15926306895,5.92701145258e-41
averageNegativeCoefficient,averageTextDisplayProcessedLength,0.130829028708,4.47467019633e-28
averageNegativeCoefficient,averageTextDisplayProcessedWordsCount,0.147058378076,4.15938671506e-35
averageNegativeCoefficient,averageTextDisplayWordsCount,0.180695906825,2.12275139232e-52
averageNegativeCoefficient,badWordsCount,0.0720015302238,1.66190723709e-09
averageNegativeCoefficient,badWordsRatio,0.000928387794235,0.938128911229
averageNegativeCoefficient,before,0.00129579691344,0.913725516489
averageNegativeCoefficient,capitalLetterRatio,-0.077592087671,8.1823390022e-11
averageNegativeCoefficient,capitalWordRatio,-0.0402286236515,0.000765865380028
averageNegativeCoefficient,emoticonCount,-0.0362702230775,0.00241716469716
averageNegativeCoefficient,emoticonToWordRatio,-0.0446400230355,0.000188328913411
averageNegativeCoefficient,firstPronounsCount,0.111165366584,1.12716068625e-20
averageNegativeCoefficient,firstPronounsToWordRatio,0.0459568669682,0.000120823842823
averageNegativeCoefficient,hatewordsCount,0.102602020631,7.89002096945e-18
averageNegativeCoefficient,hatewordsRatio,0.00483437317559,0.686065297589
averageNegativeCoefficient,insultsCount,0.0428661057304,0.000336240563735
averageNegativeCoefficient,insultsRatio,-0.00515464345326,0.666483981352
averageNegativeCoefficient,isComment,-0.000878727750105,0.941432317163
averageNegativeCoefficient,likeCount,0.0212132862376,0.0760919870125
averageNegativeCoefficient,negativeCoefficient,0.57442331652,0.0
averageNegativeCoefficient,neutralCoefficient,-0.0716558526034,1.98779539341e-09
averageNegativeCoefficient,positiveCoefficient,-0.57442331652,0.0
averageNegativeCoefficient,profanityWindow2,0.0102248490376,0.392598816322
averageNegativeCoefficient,profanityWindow3,0.0050232735451,0.674489411057
averageNegativeCoefficient,profanityWindow4,-0.00950592083531,0.426729566918
averageNegativeCoefficient,profanityWindow5,0.00374467584264,0.754211916326
averageNegativeCoefficient,punctuationRatio,-0.0467359408801,9.24140980947e-05
averageNegativeCoefficient,secondPronounsCount,0.0518639089628,1.42988822646e-05
averageNegativeCoefficient,secondPronounsToWordRatio,-0.0438327543541,0.000245812062533
averageNegativeCoefficient,sentimentLabel,-0.336472740023,1.13004740544e-184
averageNegativeCoefficient,textDisplayLength,0.114235306336,9.47181733216e-22
averageNegativeCoefficient,textDisplayProcessedLength,0.0948765056563,1.85777042655e-15
averageNegativeCoefficient,textDisplayProcessedWordsCount,0.106150835408,5.56743817547e-19
averageNegativeCoefficient,textDisplayWordsCount,0.128856618615,2.80643094904e-27
averageNegativeCoefficient,totalReplyCount,0.014910870243,0.212487202998
averageNegativeCoefficient,userAverageBadWordsCount,0.0788395671843,4.05670272846e-11
averageNegativeCoefficient,userAverageBadWordsRatio,7.09061225124e-05,0.995269844935
averageNegativeCoefficient,userAverageCapitalLetterRatio,-0.0847321931458,1.27349123601e-12
averageNegativeCoefficient,userAverageCapitalWordRatio,-0.054912837816,4.33401778515e-06
averageNegativeCoefficient,userAverageEmoticonCount,-0.0396818854535,0.000903150968727
averageNegativeCoefficient,userAverageEmoticonToWordRatio,-0.0510678531581,1.93266994672e-05
averageNegativeCoefficient,userAverageFirstPronounsCount,0.112836880893,2.9513487856e-21
averageNegativeCoefficient,userAverageFirstPronounsToWordRatio,0.031116393518,0.00926150779789
averageNegativeCoefficient,userAverageHatewordsCount,0.100469169662,3.71812534283e-17
averageNegativeCoefficient,userAverageHatewordsRatio,0.000136583852931,0.990888621161
averageNegativeCoefficient,userAverageInsultsCount,0.0334826041732,0.00510647548677
averageNegativeCoefficient,userAverageInsultsRatio,-0.0176915895007,0.13906133153
averageNegativeCoefficient,userAverageLikeCount,0.0219749054859,0.066132229036
averageNegativeCoefficient,userAverageNegativeCoefficient,0.444310503094,0.0
averageNegativeCoefficient,userAverageNeutralCoefficient,-0.0747080172972,3.97463855824e-10
averageNegativeCoefficient,userAveragePositiveCoefficient,-0.444310503094,0.0
averageNegativeCoefficient,userAverageProfanityWindow2,0.0139593432189,0.243135051529
averageNegativeCoefficient,userAverageProfanityWindow3,-0.00503438251798,0.673811008038
averageNegativeCoefficient,userAverageProfanityWindow4,-0.0309437091394,0.0096591403021
averageNegativeCoefficient,userAverageProfanityWindow5,0.012312999748,0.303235759053
averageNegativeCoefficient,userAveragePunctuationRatio,-0.0428605215151,0.000336843516377
averageNegativeCoefficient,userAverageSecondPronounsCount,0.0391323140978,0.00106384059195
averageNegativeCoefficient,userAverageSecondPronounsToWordRatio,-0.0189952113794,0.112214469619
averageNegativeCoefficient,userAverageTextDisplayLength,0.112270234855,4.65891270464e-21
averageNegativeCoefficient,userAverageTextDisplayProcessedLength,0.0997050490911,6.42837918629e-17
averageNegativeCoefficient,userAverageTextDisplayProcessedWordsCount,0.109045056606,5.99340448817e-20
averageNegativeCoefficient,userAverageTextDisplayWordsCount,0.122706737204,7.16795404398e-25
averageNegativeCoefficient,userNumberOfComments,0.0210949135105,0.0777445534993
averageNegativeCoefficient,userNumberOfContent,0.0287098759928,0.0163545853128
averageNegativeCoefficient,userNumberOfReplies,0.0276035704108,0.0209795365105
averageNegativeCoefficient,diffBadWordsCount,-0.000680164995425,0.954650293886
averageNegativeCoefficient,diffBadWordsRatio,-0.000508138796096,0.966112000575
averageNegativeCoefficient,diffCapitalLetterRatio,-0.000254892191592,0.982997301746
averageNegativeCoefficient,diffCapitalWordRatio,0.00010442660043,0.993033737985
averageNegativeCoefficient,diffEmoticonCount,0.00143682078576,0.904378969395
averageNegativeCoefficient,diffEmoticonToWordRatio,-0.00054095280142,0.963925066381
averageNegativeCoefficient,diffFirstPronounsCount,0.000644547778644,0.957022695369
averageNegativeCoefficient,diffFirstPronounsToWordRatio,-0.00141654355764,0.905722085856
averageNegativeCoefficient,diffHatewordsCount,0.00239372639221,0.841372764624
averageNegativeCoefficient,diffHatewordsRatio,0.000624343747568,0.958368621661
averageNegativeCoefficient,diffInsultsCount,0.00226845474978,0.84957246872
averageNegativeCoefficient,diffInsultsRatio,0.000477545814179,0.968151141528
averageNegativeCoefficient,diffLikeCount,0.000428811912667,0.971399869774
averageNegativeCoefficient,diffNegativeCoefficient,-0.00144042751772,0.904140096389
averageNegativeCoefficient,diffNeutralCoefficient,-0.00220485915238,0.853741436249
averageNegativeCoefficient,diffPositiveCoefficient,0.00144042751772,0.904140096389
averageNegativeCoefficient,diffProfanityWindow2,3.62452159854e-18,1.0
averageNegativeCoefficient,diffProfanityWindow3,-3.33395680465e-18,1.0
averageNegativeCoefficient,diffProfanityWindow4,1.51290188059e-18,1.0
averageNegativeCoefficient,diffProfanityWindow5,-2.20933420794e-18,1.0
averageNegativeCoefficient,diffPunctuationRatio,-0.00221230959929,0.853252813525
averageNegativeCoefficient,diffSecondPronounsCount,0.00130960278454,0.912809965596
averageNegativeCoefficient,diffSecondPronounsToWordRatio,0.000169219157672,0.98871168225
averageNegativeCoefficient,diffTextDisplayLength,0.00202527085033,0.865535924119
averageNegativeCoefficient,diffTextDisplayProcessedLength,0.00174906727937,0.883733314517
averageNegativeCoefficient,diffTextDisplayProcessedWordsCount,0.0018128270556,0.879526756917
averageNegativeCoefficient,diffTextDisplayWordsCount,0.00216856748759,0.856122351639
averageNegativeCoefficient,readabilityScore,-0.0208776065668,0.0808543239422
averageNegativeCoefficient,diversityScore,0.137641899641,6.33019741526e-31
averageNeutralCoefficient,averagePositiveCoefficient,0.112375418019,4.28112343382e-21
averageNeutralCoefficient,averageProfanityWindow2,-0.0470249283591,8.35808822715e-05
averageNeutralCoefficient,averageProfanityWindow3,-0.0471056760582,8.12591416838e-05
averageNeutralCoefficient,averageProfanityWindow4,-0.0284704954003,0.0172714206985
averageNeutralCoefficient,averageProfanityWindow5,-0.0554787315247,3.44872254283e-06
averageNeutralCoefficient,averagePunctuationRatio,-0.0208540903427,0.081196824685
averageNeutralCoefficient,averageSecondPronounsCount,-0.231296235661,1.40380192323e-85
averageNeutralCoefficient,averageSecondPronounsToWordRatio,-0.296756669166,3.6405652888e-142
averageNeutralCoefficient,averageTextDisplayLength,-0.0339929422473,0.00446988382158
averageNeutralCoefficient,averageTextDisplayProcessedLength,-0.0232033962986,0.052345811372
averageNeutralCoefficient,averageTextDisplayProcessedWordsCount,-0.0314864960357,0.00845810608461
averageNeutralCoefficient,averageTextDisplayWordsCount,-0.047205716503,7.84671693942e-05
averageNeutralCoefficient,badWordsCount,-0.0363455936405,0.00236711185045
averageNeutralCoefficient,badWordsRatio,0.000781328573175,0.947914222741
averageNeutralCoefficient,before,-0.0762118582675,1.75596482909e-10
averageNeutralCoefficient,capitalLetterRatio,0.0582021259084,1.11393707381e-06
averageNeutralCoefficient,capitalWordRatio,0.00744477164537,0.53363937091
averageNeutralCoefficient,emoticonCount,0.0163458190599,0.171702951464
averageNeutralCoefficient,emoticonToWordRatio,0.0280042971982,0.0191870664466
averageNeutralCoefficient,firstPronounsCount,-0.16613599185,1.85024951887e-44
averageNeutralCoefficient,firstPronounsToWordRatio,-0.179180400079,1.53525752964e-51
averageNeutralCoefficient,hatewordsCount,-0.0305560070255,0.0106077948466
averageNeutralCoefficient,hatewordsRatio,0.000380093375936,0.97464804805
averageNeutralCoefficient,insultsCount,-0.0220678564044,0.064993803107
averageNeutralCoefficient,insultsRatio,0.0020455547942,0.864202221293
averageNeutralCoefficient,isComment,0.0377949906657,0.00157153651081
averageNeutralCoefficient,likeCount,-0.0104611019627,0.381754357148
averageNeutralCoefficient,negativeCoefficient,-0.0669406611137,2.10501737204e-08
averageNeutralCoefficient,neutralCoefficient,0.620080646078,0.0
averageNeutralCoefficient,positiveCoefficient,0.0669406611137,2.10501737204e-08
averageNeutralCoefficient,profanityWindow2,-0.0239330453219,0.0453590305045
averageNeutralCoefficient,profanityWindow3,-0.0252330370288,0.0348540293841
averageNeutralCoefficient,profanityWindow4,-0.0141023290677,0.238341149433
averageNeutralCoefficient,profanityWindow5,-0.0307463902467,0.0101320658776
averageNeutralCoefficient,punctuationRatio,-0.0148696110022,0.213755402969
averageNeutralCoefficient,secondPronounsCount,-0.150979789242,6.21183105751e-37
averageNeutralCoefficient,secondPronounsToWordRatio,-0.176411131627,5.45230433392e-50
averageNeutralCoefficient,sentimentLabel,0.148547570682,8.54092320829e-36
averageNeutralCoefficient,textDisplayLength,-0.0237685449863,0.0468614769364
averageNeutralCoefficient,textDisplayProcessedLength,-0.0162741098871,0.173590944038
averageNeutralCoefficient,textDisplayProcessedWordsCount,-0.022157949596,0.0639058509485
averageNeutralCoefficient,textDisplayWordsCount,-0.0330178256492,0.00575634523417
averageNeutralCoefficient,totalReplyCount,-0.0540902534961,6.01798251642e-06
averageNeutralCoefficient,userAverageBadWordsCount,-0.0492687145836,3.75888502721e-05
averageNeutralCoefficient,userAverageBadWordsRatio,0.0139426388516,0.243699489957
averageNeutralCoefficient,userAverageCapitalLetterRatio,0.0638226659473,9.21253133247e-08
averageNeutralCoefficient,userAverageCapitalWordRatio,0.0180105769716,0.132074296312
averageNeutralCoefficient,userAverageEmoticonCount,0.028212438864,0.0183099749287
averageNeutralCoefficient,userAverageEmoticonToWordRatio,0.0460708374353,0.000116207077645
averageNeutralCoefficient,userAverageFirstPronounsCount,-0.174680119767,4.92901391548e-49
averageNeutralCoefficient,userAverageFirstPronounsToWordRatio,-0.15867334532,1.16530512355e-40
averageNeutralCoefficient,userAverageHatewordsCount,-0.0435685473679,0.000267951399748
averageNeutralCoefficient,userAverageHatewordsRatio,0.020612962673,0.0847770723775
averageNeutralCoefficient,userAverageInsultsCount,-0.0225623996364,0.0592054575784
averageNeutralCoefficient,userAverageInsultsRatio,0.0224826764506,0.0601085647123
averageNeutralCoefficient,userAverageLikeCount,-0.00556176713483,0.641918170244
averageNeutralCoefficient,userAverageNegativeCoefficient,-0.0787242988882,4.33037884041e-11
averageNeutralCoefficient,userAverageNeutralCoefficient,0.493569156914,0.0
averageNeutralCoefficient,userAveragePositiveCoefficient,0.0787242988882,4.33037884041e-11
averageNeutralCoefficient,userAverageProfanityWindow2,-0.0237040429502,0.0474619188012
averageNeutralCoefficient,userAverageProfanityWindow3,-0.0260102853359,0.0296250685036
averageNeutralCoefficient,userAverageProfanityWindow4,0.00293528497701,0.806133267673
averageNeutralCoefficient,userAverageProfanityWindow5,-0.0405623021342,0.000691876195349
averageNeutralCoefficient,userAveragePunctuationRatio,-0.00933674480124,0.435005509399
averageNeutralCoefficient,userAverageSecondPronounsCount,-0.157241141297,5.95346273217e-40
averageNeutralCoefficient,userAverageSecondPronounsToWordRatio,-0.136886562403,1.33231789463e-30
averageNeutralCoefficient,userAverageTextDisplayLength,-0.0452544284386,0.000153321873332
averageNeutralCoefficient,userAverageTextDisplayProcessedLength,-0.0368110081977,0.00207848210678
averageNeutralCoefficient,userAverageTextDisplayProcessedWordsCount,-0.0446317208126,0.000188849726117
averageNeutralCoefficient,userAverageTextDisplayWordsCount,-0.0554207563214,3.53075809789e-06
averageNeutralCoefficient,userNumberOfComments,0.0319129491825,0.00761009626782
averageNeutralCoefficient,userNumberOfContent,0.0058359298794,0.625591177457
averageNeutralCoefficient,userNumberOfReplies,-0.00617690342616,0.605539493596
averageNeutralCoefficient,diffBadWordsCount,-0.00192096349312,0.872400272282
averageNeutralCoefficient,diffBadWordsRatio,0.000287194676886,0.980842940657
averageNeutralCoefficient,diffCapitalLetterRatio,-0.00275600926995,0.817759053551
averageNeutralCoefficient,diffCapitalWordRatio,-0.00208796035185,0.861415239459
averageNeutralCoefficient,diffEmoticonCount,0.00357351176489,0.765108331731
averageNeutralCoefficient,diffEmoticonToWordRatio,0.000171407325697,0.988565723284
averageNeutralCoefficient,diffFirstPronounsCount,9.76878814798e-05,0.993483265213
averageNeutralCoefficient,diffFirstPronounsToWordRatio,0.00310886273797,0.794917626298
averageNeutralCoefficient,diffHatewordsCount,0.00206294451855,0.863059125917
averageNeutralCoefficient,diffHatewordsRatio,0.00184812114729,0.877199678789
averageNeutralCoefficient,diffInsultsCount,6.67407785299e-05,0.995547712509
averageNeutralCoefficient,diffInsultsRatio,-0.000226040748865,0.984921606517
averageNeutralCoefficient,diffLikeCount,0.000396911889645,0.973526668353
averageNeutralCoefficient,diffNegativeCoefficient,-0.00275740788173,0.817668196615
averageNeutralCoefficient,diffNeutralCoefficient,-0.00277018515757,0.816838269848
averageNeutralCoefficient,diffPositiveCoefficient,0.00275740788173,0.817668196615
averageNeutralCoefficient,diffProfanityWindow2,1.61514237393e-18,1.0
averageNeutralCoefficient,diffProfanityWindow3,2.07992714798e-18,1.0
averageNeutralCoefficient,diffProfanityWindow4,1.76970219512e-18,1.0
averageNeutralCoefficient,diffProfanityWindow5,1.96902636687e-18,1.0
averageNeutralCoefficient,diffPunctuationRatio,-0.0025392022231,0.831872188464
averageNeutralCoefficient,diffSecondPronounsCount,0.000276764907224,0.981538522478
averageNeutralCoefficient,diffSecondPronounsToWordRatio,-0.00109842086807,0.926826649601
averageNeutralCoefficient,diffTextDisplayLength,0.00043670554127,0.970873626392
averageNeutralCoefficient,diffTextDisplayProcessedLength,0.00048145580583,0.967890513527
averageNeutralCoefficient,diffTextDisplayProcessedWordsCount,0.000424549463648,0.971684039025
averageNeutralCoefficient,diffTextDisplayWordsCount,0.000342078250047,0.97718289976
averageNeutralCoefficient,readabilityScore,0.0190844300355,0.110538045157
averageNeutralCoefficient,diversityScore,-0.0402364446084,0.000764050189558
averagePositiveCoefficient,averageProfanityWindow2,-0.0200903306289,0.0929755656553
averagePositiveCoefficient,averageProfanityWindow3,-0.00937757496641,0.432999698064
averagePositiveCoefficient,averageProfanityWindow4,0.019191033915,0.108560952666
averagePositiveCoefficient,averageProfanityWindow5,-0.00675688638743,0.572111594707
averagePositiveCoefficient,averagePunctuationRatio,0.0729100766576,1.03395290602e-09
averagePositiveCoefficient,averageSecondPronounsCount,-0.0778304294048,7.16185309322e-11
averagePositiveCoefficient,averageSecondPronounsToWordRatio,0.0743387116636,4.84594358405e-10
averagePositiveCoefficient,averageTextDisplayLength,-0.15926306895,5.92701145258e-41
averagePositiveCoefficient,averageTextDisplayProcessedLength,-0.130829028708,4.47467019633e-28
averagePositiveCoefficient,averageTextDisplayProcessedWordsCount,-0.147058378076,4.15938671506e-35
averagePositiveCoefficient,averageTextDisplayWordsCount,-0.180695906825,2.12275139232e-52
averagePositiveCoefficient,badWordsCount,-0.0720015302238,1.66190723709e-09
averagePositiveCoefficient,badWordsRatio,-0.000928387794235,0.938128911229
averagePositiveCoefficient,before,-0.00129579691344,0.913725516489
averagePositiveCoefficient,capitalLetterRatio,0.077592087671,8.1823390022e-11
averagePositiveCoefficient,capitalWordRatio,0.0402286236515,0.000765865380028
averagePositiveCoefficient,emoticonCount,0.0362702230775,0.00241716469716
averagePositiveCoefficient,emoticonToWordRatio,0.0446400230355,0.000188328913411
averagePositiveCoefficient,firstPronounsCount,-0.111165366584,1.12716068625e-20
averagePositiveCoefficient,firstPronounsToWordRatio,-0.0459568669682,0.000120823842823
averagePositiveCoefficient,hatewordsCount,-0.102602020631,7.89002096945e-18
averagePositiveCoefficient,hatewordsRatio,-0.00483437317559,0.686065297589
averagePositiveCoefficient,insultsCount,-0.0428661057304,0.000336240563735
averagePositiveCoefficient,insultsRatio,0.00515464345326,0.666483981352
averagePositiveCoefficient,isComment,0.000878727750105,0.941432317163
averagePositiveCoefficient,likeCount,-0.0212132862376,0.0760919870125
averagePositiveCoefficient,negativeCoefficient,-0.57442331652,0.0
averagePositiveCoefficient,neutralCoefficient,0.0716558526034,1.98779539341e-09
averagePositiveCoefficient,positiveCoefficient,0.57442331652,0.0
averagePositiveCoefficient,profanityWindow2,-0.0102248490376,0.392598816322
averagePositiveCoefficient,profanityWindow3,-0.0050232735451,0.674489411057
averagePositiveCoefficient,profanityWindow4,0.00950592083531,0.426729566918
averagePositiveCoefficient,profanityWindow5,-0.00374467584264,0.754211916326
averagePositiveCoefficient,punctuationRatio,0.0467359408801,9.24140980947e-05
averagePositiveCoefficient,secondPronounsCount,-0.0518639089628,1.42988822646e-05
averagePositiveCoefficient,secondPronounsToWordRatio,0.0438327543541,0.000245812062533
averagePositiveCoefficient,sentimentLabel,0.336472740023,1.13004740544e-184
averagePositiveCoefficient,textDisplayLength,-0.114235306336,9.47181733216e-22
averagePositiveCoefficient,textDisplayProcessedLength,-0.0948765056563,1.85777042655e-15
averagePositiveCoefficient,textDisplayProcessedWordsCount,-0.106150835408,5.56743817547e-19
averagePositiveCoefficient,textDisplayWordsCount,-0.128856618615,2.80643094904e-27
averagePositiveCoefficient,totalReplyCount,-0.014910870243,0.212487202998
averagePositiveCoefficient,userAverageBadWordsCount,-0.0788395671843,4.05670272846e-11
averagePositiveCoefficient,userAverageBadWordsRatio,-7.09061225124e-05,0.995269844935
averagePositiveCoefficient,userAverageCapitalLetterRatio,0.0847321931458,1.27349123601e-12
averagePositiveCoefficient,userAverageCapitalWordRatio,0.054912837816,4.33401778515e-06
averagePositiveCoefficient,userAverageEmoticonCount,0.0396818854535,0.000903150968727
averagePositiveCoefficient,userAverageEmoticonToWordRatio,0.0510678531581,1.93266994672e-05
averagePositiveCoefficient,userAverageFirstPronounsCount,-0.112836880893,2.9513487856e-21
averagePositiveCoefficient,userAverageFirstPronounsToWordRatio,-0.031116393518,0.00926150779789
averagePositiveCoefficient,userAverageHatewordsCount,-0.100469169662,3.71812534283e-17
averagePositiveCoefficient,userAverageHatewordsRatio,-0.000136583852931,0.990888621161
averagePositiveCoefficient,userAverageInsultsCount,-0.0334826041732,0.00510647548677
averagePositiveCoefficient,userAverageInsultsRatio,0.0176915895007,0.13906133153
averagePositiveCoefficient,userAverageLikeCount,-0.0219749054859,0.066132229036
averagePositiveCoefficient,userAverageNegativeCoefficient,-0.444310503094,0.0
averagePositiveCoefficient,userAverageNeutralCoefficient,0.0747080172972,3.97463855824e-10
averagePositiveCoefficient,userAveragePositiveCoefficient,0.444310503094,0.0
averagePositiveCoefficient,userAverageProfanityWindow2,-0.0139593432189,0.243135051529
averagePositiveCoefficient,userAverageProfanityWindow3,0.00503438251798,0.673811008038
averagePositiveCoefficient,userAverageProfanityWindow4,0.0309437091394,0.0096591403021
averagePositiveCoefficient,userAverageProfanityWindow5,-0.012312999748,0.303235759053
averagePositiveCoefficient,userAveragePunctuationRatio,0.0428605215151,0.000336843516377
averagePositiveCoefficient,userAverageSecondPronounsCount,-0.0391323140978,0.00106384059195
averagePositiveCoefficient,userAverageSecondPronounsToWordRatio,0.0189952113794,0.112214469619
averagePositiveCoefficient,userAverageTextDisplayLength,-0.112270234855,4.65891270464e-21
averagePositiveCoefficient,userAverageTextDisplayProcessedLength,-0.0997050490911,6.42837918629e-17
averagePositiveCoefficient,userAverageTextDisplayProcessedWordsCount,-0.109045056606,5.99340448817e-20
averagePositiveCoefficient,userAverageTextDisplayWordsCount,-0.122706737204,7.16795404398e-25
averagePositiveCoefficient,userNumberOfComments,-0.0210949135105,0.0777445534993
averagePositiveCoefficient,userNumberOfContent,-0.0287098759928,0.0163545853128
averagePositiveCoefficient,userNumberOfReplies,-0.0276035704108,0.0209795365105
averagePositiveCoefficient,diffBadWordsCount,0.000680164995425,0.954650293886
averagePositiveCoefficient,diffBadWordsRatio,0.000508138796096,0.966112000575
averagePositiveCoefficient,diffCapitalLetterRatio,0.000254892191592,0.982997301746
averagePositiveCoefficient,diffCapitalWordRatio,-0.00010442660043,0.993033737985
averagePositiveCoefficient,diffEmoticonCount,-0.00143682078576,0.904378969395
averagePositiveCoefficient,diffEmoticonToWordRatio,0.00054095280142,0.963925066381
averagePositiveCoefficient,diffFirstPronounsCount,-0.000644547778644,0.957022695369
averagePositiveCoefficient,diffFirstPronounsToWordRatio,0.00141654355764,0.905722085856
averagePositiveCoefficient,diffHatewordsCount,-0.00239372639221,0.841372764624
averagePositiveCoefficient,diffHatewordsRatio,-0.000624343747568,0.958368621661
averagePositiveCoefficient,diffInsultsCount,-0.00226845474978,0.84957246872
averagePositiveCoefficient,diffInsultsRatio,-0.000477545814179,0.968151141528
averagePositiveCoefficient,diffLikeCount,-0.000428811912667,0.971399869774
averagePositiveCoefficient,diffNegativeCoefficient,0.00144042751772,0.904140096389
averagePositiveCoefficient,diffNeutralCoefficient,0.00220485915238,0.853741436249
averagePositiveCoefficient,diffPositiveCoefficient,-0.00144042751772,0.904140096389
averagePositiveCoefficient,diffProfanityWindow2,-2.33004959906e-18,1.0
averagePositiveCoefficient,diffProfanityWindow3,2.66716544372e-18,1.0
averagePositiveCoefficient,diffProfanityWindow4,-1.51290188059e-18,1.0
averagePositiveCoefficient,diffProfanityWindow5,2.08308653892e-18,1.0
averagePositiveCoefficient,diffPunctuationRatio,0.00221230959929,0.853252813525
averagePositiveCoefficient,diffSecondPronounsCount,-0.00130960278454,0.912809965596
averagePositiveCoefficient,diffSecondPronounsToWordRatio,-0.000169219157672,0.98871168225
averagePositiveCoefficient,diffTextDisplayLength,-0.00202527085033,0.865535924119
averagePositiveCoefficient,diffTextDisplayProcessedLength,-0.00174906727937,0.883733314517
averagePositiveCoefficient,diffTextDisplayProcessedWordsCount,-0.0018128270556,0.879526756917
averagePositiveCoefficient,diffTextDisplayWordsCount,-0.00216856748759,0.856122351639
averagePositiveCoefficient,readabilityScore,0.0208776065668,0.0808543239422
averagePositiveCoefficient,diversityScore,-0.137641899641,6.33019741526e-31
averageProfanityWindow2,averageProfanityWindow3,0.0642268615341,7.6367262173e-08
averageProfanityWindow2,averageProfanityWindow4,0.132782250478,7.06256699532e-29
averageProfanityWindow2,averageProfanityWindow5,0.0935169851132,4.64911979957e-15
averageProfanityWindow2,averagePunctuationRatio,0.00991568061403,0.407068983539
averageProfanityWindow2,averageSecondPronounsCount,0.133454694561,3.71637418281e-29
averageProfanityWindow2,averageSecondPronounsToWordRatio,0.118140625495,3.67801341709e-23
averageProfanityWindow2,averageTextDisplayLength,0.0368396203306,0.00206183769624
averageProfanityWindow2,averageTextDisplayProcessedLength,0.032567678231,0.00645589653693
averageProfanityWindow2,averageTextDisplayProcessedWordsCount,0.0345446455473,0.00386330516149
averageProfanityWindow2,averageTextDisplayWordsCount,0.0383263225404,0.0013477593184
averageProfanityWindow2,badWordsCount,0.0749036456239,3.57710902495e-10
averageProfanityWindow2,badWordsRatio,0.0216152305071,0.0706931568999
averageProfanityWindow2,before,0.0558007348696,3.02531998511e-06
averageProfanityWindow2,capitalLetterRatio,-0.0157526923633,0.187787718318
averageProfanityWindow2,capitalWordRatio,-0.00636504867674,0.594599891301
averageProfanityWindow2,emoticonCount,-0.00637290647467,0.594144974118
averageProfanityWindow2,emoticonToWordRatio,-0.0108064823388,0.366235213758
averageProfanityWindow2,firstPronounsCount,0.00883070832687,0.460306077368
averageProfanityWindow2,firstPronounsToWordRatio,-0.000603989602557,0.959724668021
averageProfanityWindow2,hatewordsCount,0.0424692361727,0.00038170220473
averageProfanityWindow2,hatewordsRatio,0.00680969976676,0.56911170747
averageProfanityWindow2,insultsCount,0.0519661275965,1.3751962074e-05
averageProfanityWindow2,insultsRatio,0.0158316658395,0.185584083473
averageProfanityWindow2,isComment,-0.0211847767161,0.0764873575512
averageProfanityWindow2,likeCount,-0.000313382493579,0.979096489141
averageProfanityWindow2,negativeCoefficient,0.011187069464,0.349596977837
averageProfanityWindow2,neutralCoefficient,-0.0300175044196,0.0120626764161
averageProfanityWindow2,positiveCoefficient,-0.011187069464,0.349596977837
averageProfanityWindow2,profanityWindow2,0.508943791241,0.0
averageProfanityWindow2,profanityWindow3,0.0344043204757,0.00401005330325
averageProfanityWindow2,profanityWindow4,0.0657712120654,3.6908406546e-08
averageProfanityWindow2,profanityWindow5,0.0518272433411,1.45000678907e-05
averageProfanityWindow2,punctuationRatio,0.00597164374856,0.617575896073
averageProfanityWindow2,secondPronounsCount,0.0871508302286,2.86688786724e-13
