feature1,feature2,correlation,p-value
averageTextDisplayProcessedWordsCount,diffTextDisplayWordsCount,-0.000506469126569,0.966223284931
averageTextDisplayProcessedWordsCount,readabilityScore,0.0457373090701,0.000130209261392
averageTextDisplayProcessedWordsCount,diversityScore,0.675727124243,0.0
averageTextDisplayWordsCount,badWordsCount,0.321131024885,1.76451857538e-167
averageTextDisplayWordsCount,badWordsRatio,-0.0163177667972,0.172439686555
averageTextDisplayWordsCount,before,0.0940505181058,3.24868337112e-15
averageTextDisplayWordsCount,capitalLetterRatio,-0.111157443137,1.13428909068e-20
averageTextDisplayWordsCount,capitalWordRatio,-0.0620746993829,2.04690419026e-07
averageTextDisplayWordsCount,emoticonCount,0.0192073470715,0.108260889481
averageTextDisplayWordsCount,emoticonToWordRatio,-0.0694785889633,6.02440437792e-09
averageTextDisplayWordsCount,firstPronounsCount,0.405768876886,1.84189203452e-275
averageTextDisplayWordsCount,firstPronounsToWordRatio,0.00169776412225,0.8871204323
averageTextDisplayWordsCount,hatewordsCount,0.516850087343,0.0
averageTextDisplayWordsCount,hatewordsRatio,-0.0121275717838,0.310576079442
averageTextDisplayWordsCount,insultsCount,0.22087448174,5.08875798471e-78
averageTextDisplayWordsCount,insultsRatio,-0.00559338033196,0.640026484713
averageTextDisplayWordsCount,isComment,-0.0500334591342,2.84063873554e-05
averageTextDisplayWordsCount,likeCount,-0.00910725879471,0.446378478216
averageTextDisplayWordsCount,negativeCoefficient,0.102829308216,6.67580729943e-18
averageTextDisplayWordsCount,neutralCoefficient,-0.0292862231575,0.0143204430082
averageTextDisplayWordsCount,positiveCoefficient,-0.102829308216,6.67580729943e-18
averageTextDisplayWordsCount,profanityWindow2,0.0195059438981,0.102883625404
averageTextDisplayWordsCount,profanityWindow3,-0.0048266983651,0.686537196145
averageTextDisplayWordsCount,profanityWindow4,0.0155909723185,0.192360412186
averageTextDisplayWordsCount,profanityWindow5,0.0103162554355,0.3883811256
averageTextDisplayWordsCount,punctuationRatio,-0.112479358726,3.93759306043e-21
averageTextDisplayWordsCount,secondPronounsCount,0.383003146553,3.78029330155e-243
averageTextDisplayWordsCount,secondPronounsToWordRatio,-0.0178225720309,0.136158638935
averageTextDisplayWordsCount,sentimentLabel,-0.0505137136822,2.37766202793e-05
averageTextDisplayWordsCount,textDisplayLength,0.700971039994,0.0
averageTextDisplayWordsCount,textDisplayProcessedLength,0.678575857215,0.0
averageTextDisplayWordsCount,textDisplayProcessedWordsCount,0.689825588416,0.0
averageTextDisplayWordsCount,textDisplayWordsCount,0.704112129354,0.0
averageTextDisplayWordsCount,totalReplyCount,0.0543311454988,5.46901341836e-06
averageTextDisplayWordsCount,userAverageBadWordsCount,0.277829167672,3.8612101612e-124
averageTextDisplayWordsCount,userAverageBadWordsRatio,-0.0467057495272,9.338615501e-05
averageTextDisplayWordsCount,userAverageCapitalLetterRatio,-0.113878300622,1.26771806857e-21
averageTextDisplayWordsCount,userAverageCapitalWordRatio,-0.0738541410254,6.27626844786e-10
averageTextDisplayWordsCount,userAverageEmoticonCount,-0.00157551614358,0.895199641738
averageTextDisplayWordsCount,userAverageEmoticonToWordRatio,-0.0734566404817,7.7502005516e-10
averageTextDisplayWordsCount,userAverageFirstPronounsCount,0.337445830504,8.48796462343e-186
averageTextDisplayWordsCount,userAverageFirstPronounsToWordRatio,0.00530147502609,0.657581117101
averageTextDisplayWordsCount,userAverageHatewordsCount,0.441797559203,0.0
averageTextDisplayWordsCount,userAverageHatewordsRatio,-0.0360564251708,0.00256446199791
averageTextDisplayWordsCount,userAverageInsultsCount,0.207128433706,1.24413907009e-68
averageTextDisplayWordsCount,userAverageInsultsRatio,-0.0263895425561,0.0273285174551
averageTextDisplayWordsCount,userAverageLikeCount,-0.00151932811478,0.898916735913
averageTextDisplayWordsCount,userAverageNegativeCoefficient,0.123135652307,4.91334341415e-25
averageTextDisplayWordsCount,userAverageNeutralCoefficient,-0.0578435981465,1.29636528163e-06
averageTextDisplayWordsCount,userAveragePositiveCoefficient,-0.123135652307,4.91334341415e-25
averageTextDisplayWordsCount,userAverageProfanityWindow2,0.0204166012276,0.087786031185
averageTextDisplayWordsCount,userAverageProfanityWindow3,0.023374669986,0.0506297429467
averageTextDisplayWordsCount,userAverageProfanityWindow4,0.031391772397,0.00865756384456
averageTextDisplayWordsCount,userAverageProfanityWindow5,-0.00494103445794,0.679519788724
averageTextDisplayWordsCount,userAveragePunctuationRatio,-0.103539360657,3.95138259059e-18
averageTextDisplayWordsCount,userAverageSecondPronounsCount,0.310489529397,3.94108750651e-156
averageTextDisplayWordsCount,userAverageSecondPronounsToWordRatio,-0.0336491934631,0.00489019349934
averageTextDisplayWordsCount,userAverageTextDisplayLength,0.554400126764,0.0
averageTextDisplayWordsCount,userAverageTextDisplayProcessedLength,0.543256532517,0.0
averageTextDisplayWordsCount,userAverageTextDisplayProcessedWordsCount,0.548993900011,0.0
averageTextDisplayWordsCount,userAverageTextDisplayWordsCount,0.553933889223,0.0
averageTextDisplayWordsCount,userNumberOfComments,-0.0361205980344,0.00251941001476
averageTextDisplayWordsCount,userNumberOfContent,-0.0135331949459,0.257823017732
averageTextDisplayWordsCount,userNumberOfReplies,-0.00184164007841,0.877626922209
averageTextDisplayWordsCount,diffBadWordsCount,-0.00204138092971,0.864476628305
averageTextDisplayWordsCount,diffBadWordsRatio,-0.00276089174674,0.817441887635
averageTextDisplayWordsCount,diffCapitalLetterRatio,-0.00107576540283,0.928331778159
averageTextDisplayWordsCount,diffCapitalWordRatio,-0.00171660008268,0.885876608743
averageTextDisplayWordsCount,diffEmoticonCount,-0.000614529175212,0.95902247934
averageTextDisplayWordsCount,diffEmoticonToWordRatio,-0.00311801954006,0.794327117136
averageTextDisplayWordsCount,diffFirstPronounsCount,-0.00160595049105,0.893187225716
averageTextDisplayWordsCount,diffFirstPronounsToWordRatio,0.00170144734561,0.886877190458
averageTextDisplayWordsCount,diffHatewordsCount,-0.00190665252841,0.873342822391
averageTextDisplayWordsCount,diffHatewordsRatio,-0.00244681681142,0.83790283989
averageTextDisplayWordsCount,diffInsultsCount,-0.0012149876097,0.919086727606
averageTextDisplayWordsCount,diffInsultsRatio,-0.000977831380479,0.934840961383
averageTextDisplayWordsCount,diffLikeCount,0.000183191012794,0.987779714024
averageTextDisplayWordsCount,diffNegativeCoefficient,-0.00144117599377,0.904090526081
averageTextDisplayWordsCount,diffNeutralCoefficient,0.00011181230891,0.992541053819
averageTextDisplayWordsCount,diffPositiveCoefficient,0.00144117599377,0.904090526081
averageTextDisplayWordsCount,diffProfanityWindow2,-1.4678278415e-18,1.0
averageTextDisplayWordsCount,diffProfanityWindow3,4.72555086379e-19,1.0
averageTextDisplayWordsCount,diffProfanityWindow4,-1.60829051054e-18,1.0
averageTextDisplayWordsCount,diffProfanityWindow5,2.86309543342e-18,1.0
averageTextDisplayWordsCount,diffPunctuationRatio,-0.000131640592534,0.991218367794
averageTextDisplayWordsCount,diffSecondPronounsCount,0.0013879459174,0.907616784528
averageTextDisplayWordsCount,diffSecondPronounsToWordRatio,0.00345150249444,0.772904136497
averageTextDisplayWordsCount,diffTextDisplayLength,-0.000581474108394,0.961224844689
averageTextDisplayWordsCount,diffTextDisplayProcessedLength,-0.000421741369121,0.971871251236
averageTextDisplayWordsCount,diffTextDisplayProcessedWordsCount,-0.000487807484323,0.967467137524
averageTextDisplayWordsCount,diffTextDisplayWordsCount,-0.000674639049255,0.955018341848
averageTextDisplayWordsCount,readabilityScore,0.0425612200388,0.00037068096745
averageTextDisplayWordsCount,diversityScore,0.695865360969,0.0
badWordsCount,badWordsRatio,0.446205480187,0.0
badWordsCount,before,0.0448144102751,0.000177696329166
badWordsCount,capitalLetterRatio,-0.0500813211722,2.79091109866e-05
badWordsCount,capitalWordRatio,-0.0337999411293,0.00470165603217
badWordsCount,emoticonCount,0.0368041057143,0.00208251586411
badWordsCount,emoticonToWordRatio,-0.0287259434029,0.0162946066791
badWordsCount,firstPronounsCount,0.225389358785,3.01253219224e-81
badWordsCount,firstPronounsToWordRatio,-0.0195775672941,0.101625911066
badWordsCount,hatewordsCount,0.768338643822,0.0
badWordsCount,hatewordsRatio,0.390127110291,5.48562542859e-253
badWordsCount,insultsCount,0.748266031371,0.0
badWordsCount,insultsRatio,0.388171833327,2.90995418435e-250
badWordsCount,isComment,-0.019071414031,0.110781377346
badWordsCount,likeCount,-0.00271900541837,0.820163791614
badWordsCount,negativeCoefficient,0.0722115751031,1.48997358552e-09
badWordsCount,neutralCoefficient,-0.0144186686523,0.227973239815
badWordsCount,positiveCoefficient,-0.0722115751031,1.48997358552e-09
badWordsCount,profanityWindow2,0.0842091001564,1.74866472805e-12
badWordsCount,profanityWindow3,0.0666492565622,2.42329532801e-08
badWordsCount,profanityWindow4,0.0724912412058,1.28772640201e-09
badWordsCount,profanityWindow5,0.0814724315729,8.90404813153e-12
badWordsCount,punctuationRatio,-0.0504026096274,2.47790799925e-05
badWordsCount,secondPronounsCount,0.233493748688,3.19272240249e-87
badWordsCount,secondPronounsToWordRatio,-0.0123809132174,0.300576430399
badWordsCount,sentimentLabel,-0.0384315513954,0.00130708744352
badWordsCount,textDisplayLength,0.513639848087,0.0
badWordsCount,textDisplayProcessedLength,0.525097820139,0.0
badWordsCount,textDisplayProcessedWordsCount,0.508970721265,0.0
badWordsCount,textDisplayWordsCount,0.487633555181,0.0
badWordsCount,totalReplyCount,0.00390400656683,0.744112546791
badWordsCount,userAverageBadWordsCount,0.461631622133,0.0
badWordsCount,userAverageBadWordsRatio,0.291985685086,1.72532846715e-137
badWordsCount,userAverageCapitalLetterRatio,-0.036165685038,0.00248819128134
badWordsCount,userAverageCapitalWordRatio,-0.0225950599237,0.0588387458656
badWordsCount,userAverageEmoticonCount,0.0357144597351,0.00281719922548
badWordsCount,userAverageEmoticonToWordRatio,-0.00905854398412,0.448814301666
badWordsCount,userAverageFirstPronounsCount,0.146332315674,8.94630680741e-35
badWordsCount,userAverageFirstPronounsToWordRatio,-0.00565247486649,0.63649663164
badWordsCount,userAverageHatewordsCount,0.352083967804,3.30813827645e-203
badWordsCount,userAverageHatewordsRatio,0.242933577383,1.77309742013e-94
badWordsCount,userAverageInsultsCount,0.344491587036,4.63616565764e-194
badWordsCount,userAverageInsultsRatio,0.265028038891,9.91072931983e-113
badWordsCount,userAverageLikeCount,0.00800684400918,0.503204235604
badWordsCount,userAverageNegativeCoefficient,0.0649096499314,5.54846302228e-08
badWordsCount,userAverageNeutralCoefficient,-0.0329091558148,0.0059186604277
badWordsCount,userAveragePositiveCoefficient,-0.0649096499314,5.54846302228e-08
badWordsCount,userAverageProfanityWindow2,0.0811970209271,1.04583825365e-11
badWordsCount,userAverageProfanityWindow3,0.0753469068242,2.81454097299e-10
badWordsCount,userAverageProfanityWindow4,0.096630467937,5.57998248098e-16
badWordsCount,userAverageProfanityWindow5,0.026795057078,0.0250444873266
badWordsCount,userAveragePunctuationRatio,-0.0348227810404,0.00358676284738
badWordsCount,userAverageSecondPronounsCount,0.154523835748,1.25990982376e-38
badWordsCount,userAverageSecondPronounsToWordRatio,-0.00849215799474,0.477682169313
badWordsCount,userAverageTextDisplayLength,0.251585187236,2.06825846849e-101
badWordsCount,userAverageTextDisplayProcessedLength,0.255668896406,8.86689945357e-105
badWordsCount,userAverageTextDisplayProcessedWordsCount,0.251857450804,1.23873692483e-101
badWordsCount,userAverageTextDisplayWordsCount,0.243208285086,1.07839855546e-94
badWordsCount,userNumberOfComments,0.0041067026783,0.73132793743
badWordsCount,userNumberOfContent,-0.00247243611374,0.836229516045
badWordsCount,userNumberOfReplies,-0.00490474266275,0.681744236679
badWordsCount,diffBadWordsCount,0.727941209782,0.0
badWordsCount,diffBadWordsRatio,0.212898492928,1.7141026514e-72
badWordsCount,diffCapitalLetterRatio,-0.028513987252,0.017101569291
badWordsCount,diffCapitalWordRatio,-0.0182879509472,0.126222552281
badWordsCount,diffEmoticonCount,0.0323208669937,0.00687108948417
badWordsCount,diffEmoticonToWordRatio,-0.0138027121272,0.248463752348
badWordsCount,diffFirstPronounsCount,0.1539675212,2.33758084142e-38
badWordsCount,diffFirstPronounsToWordRatio,-0.0177846920933,0.136993244808
badWordsCount,diffHatewordsCount,0.533813753366,0.0
badWordsCount,diffHatewordsRatio,0.175899415625,1.04779940419e-49
badWordsCount,diffInsultsCount,0.501826422079,0.0
badWordsCount,diffInsultsRatio,0.165110802435,6.30893770023e-44
badWordsCount,diffLikeCount,-0.00438035548418,0.714186131916
badWordsCount,diffNegativeCoefficient,0.0375871656723,0.00166801251376
badWordsCount,diffNeutralCoefficient,0.0104488106916,0.382313978597
badWordsCount,diffPositiveCoefficient,-0.0375871656723,0.00166801251376
badWordsCount,diffProfanityWindow2,0.053540157898,7.47608644227e-06
badWordsCount,diffProfanityWindow3,0.00735136187903,0.538785976063
badWordsCount,diffProfanityWindow4,0.0024409337591,0.83828719504
badWordsCount,diffProfanityWindow5,0.06300794581,1.3400361867e-07
badWordsCount,diffPunctuationRatio,-0.0420289903701,0.000438820961173
badWordsCount,diffSecondPronounsCount,0.142348780629,5.57657619004e-33
badWordsCount,diffSecondPronounsToWordRatio,-0.0184931931472,0.122024046042
badWordsCount,diffTextDisplayLength,0.385432849002,1.7763881219e-246
badWordsCount,diffTextDisplayProcessedLength,0.39392689143,2.46036141618e-258
badWordsCount,diffTextDisplayProcessedWordsCount,0.383953079475,1.90441154327e-244
badWordsCount,diffTextDisplayWordsCount,0.368077070848,2.56571126821e-223
badWordsCount,readabilityScore,0.328943998531,4.11988891781e-176
badWordsCount,diversityScore,0.535972565608,0.0
badWordsRatio,before,0.000846791656909,0.943557254746
badWordsRatio,capitalLetterRatio,0.00551885098617,0.644489927446
badWordsRatio,capitalWordRatio,-0.00897526010814,0.45299605635
badWordsRatio,emoticonCount,0.00877221603453,0.463282693363
badWordsRatio,emoticonToWordRatio,0.0299777641199,0.0121767405503
badWordsRatio,firstPronounsCount,-0.0181551922333,0.128997663323
badWordsRatio,firstPronounsToWordRatio,-0.0156954055813,0.189398260178
badWordsRatio,hatewordsCount,0.261395710291,1.32112285036e-109
badWordsRatio,hatewordsRatio,0.934386909152,0.0
badWordsRatio,insultsCount,0.432363495507,1.51511149204e-316
badWordsRatio,insultsRatio,0.956367007631,0.0
badWordsRatio,isComment,-0.00680788389896,0.569214726968
badWordsRatio,likeCount,0.000687424216298,0.95416681827
badWordsRatio,negativeCoefficient,-0.00067918636958,0.954715473201
badWordsRatio,neutralCoefficient,0.00774419443272,0.517311184442
badWordsRatio,positiveCoefficient,0.00067918636958,0.954715473201
badWordsRatio,profanityWindow2,0.0240886102,0.0439757446725
badWordsRatio,profanityWindow3,0.0177118967272,0.138608210103
badWordsRatio,profanityWindow4,0.0152223630007,0.203087783793
badWordsRatio,profanityWindow5,0.0145758556678,0.222942694879
badWordsRatio,punctuationRatio,0.0197983174811,0.0978263728481
badWordsRatio,secondPronounsCount,-0.0101717697621,0.395060701069
badWordsRatio,secondPronounsToWordRatio,-0.0039431719031,0.741636651532
badWordsRatio,sentimentLabel,0.00292828536692,0.806586398159
badWordsRatio,textDisplayLength,0.000718589753998,0.952091337876
badWordsRatio,textDisplayProcessedLength,0.0105338874402,0.378450742784
badWordsRatio,textDisplayProcessedWordsCount,-0.0185803202126,0.12027508569
badWordsRatio,textDisplayWordsCount,-0.0213716414006,0.07392615193
badWordsRatio,totalReplyCount,-0.000790804554362,0.947283438826
badWordsRatio,userAverageBadWordsCount,0.189459506357,1.61157333488e-57
badWordsRatio,userAverageBadWordsRatio,0.298866637175,2.91463895927e-144
badWordsRatio,userAverageCapitalLetterRatio,0.00559884467966,0.639699743016
badWordsRatio,userAverageCapitalWordRatio,-0.00400454227205,0.737762412629
badWordsRatio,userAverageEmoticonCount,0.0210981098043,0.0776995501857
badWordsRatio,userAverageEmoticonToWordRatio,0.0557703451063,3.06304395666e-06
badWordsRatio,userAverageFirstPronounsCount,-0.0151210912055,0.206109894992
badWordsRatio,userAverageFirstPronounsToWordRatio,-0.0127268597275,0.287271722914
badWordsRatio,userAverageHatewordsCount,0.0886283020239,1.12987696042e-13
badWordsRatio,userAverageHatewordsRatio,0.234929587099,2.63769375236e-88
badWordsRatio,userAverageInsultsCount,0.174068727698,1.06685977503e-48
badWordsRatio,userAverageInsultsRatio,0.255337276539,1.67321899895e-104
badWordsRatio,userAverageLikeCount,0.00312446648352,0.793911433567
badWordsRatio,userAverageNegativeCoefficient,-0.00193699485765,0.871344628137
badWordsRatio,userAverageNeutralCoefficient,0.009372707511,0.433238534054
badWordsRatio,userAveragePositiveCoefficient,0.00193699485765,0.871344628137
badWordsRatio,userAverageProfanityWindow2,0.0227596863627,0.0570189010007
badWordsRatio,userAverageProfanityWindow3,0.0305797856065,0.0105473111305
badWordsRatio,userAverageProfanityWindow4,0.036067136625,0.00255689127065
badWordsRatio,userAverageProfanityWindow5,0.0058527388933,0.624596004531
badWordsRatio,userAveragePunctuationRatio,0.00740869694711,0.535624034185
badWordsRatio,userAverageSecondPronounsCount,-0.0046643038253,0.69655068556
badWordsRatio,userAverageSecondPronounsToWordRatio,-0.00227926872407,0.848863980568
badWordsRatio,userAverageTextDisplayLength,-0.0135127399747,0.25854318852
badWordsRatio,userAverageTextDisplayProcessedLength,-0.00887593982309,0.458011643593
badWordsRatio,userAverageTextDisplayProcessedWordsCount,-0.0163573521315,0.17140074318
badWordsRatio,userAverageTextDisplayWordsCount,-0.0198566697664,0.0968412154461
badWordsRatio,userNumberOfComments,0.0114950919195,0.336488160854
badWordsRatio,userNumberOfContent,-0.00195002857013,0.870486544162
badWordsRatio,userNumberOfReplies,-0.00739140428411,0.536576713082
badWordsRatio,diffBadWordsCount,0.254523235225,7.92139744799e-104
badWordsRatio,diffBadWordsRatio,0.870333829448,0.0
badWordsRatio,diffCapitalLetterRatio,0.0033592621836,0.778813140948
badWordsRatio,diffCapitalWordRatio,-0.00411807526042,0.730612804035
badWordsRatio,diffEmoticonCount,0.00944809028775,0.429548211117
badWordsRatio,diffEmoticonToWordRatio,0.0201259892873,0.0923966772153
badWordsRatio,diffFirstPronounsCount,-0.00633468401145,0.596359308434
badWordsRatio,diffFirstPronounsToWordRatio,-0.0135857783901,0.255978068278
badWordsRatio,diffHatewordsCount,0.144334828805,7.21032750424e-34
badWordsRatio,diffHatewordsRatio,0.82251096741,0.0
badWordsRatio,diffInsultsCount,0.22654979736,4.34231221697e-82
badWordsRatio,diffInsultsRatio,0.838532531281,0.0
badWordsRatio,diffLikeCount,-0.00205414692715,0.863637390735
badWordsRatio,diffNegativeCoefficient,-0.00148256660266,0.901349883024
badWordsRatio,diffNeutralCoefficient,0.00925128046848,0.43922132062
badWordsRatio,diffPositiveCoefficient,0.00148256660266,0.901349883024
badWordsRatio,diffProfanityWindow2,0.0152040852343,0.203630821863
badWordsRatio,diffProfanityWindow3,-0.0306838869555,0.0102861119206
badWordsRatio,diffProfanityWindow4,-0.0402100266151,0.000770197712896
badWordsRatio,diffProfanityWindow5,0.0108646752243,0.363659678297
badWordsRatio,diffPunctuationRatio,0.0106237783949,0.374395110837
badWordsRatio,diffSecondPronounsCount,-0.0120705919763,0.312855028672
badWordsRatio,diffSecondPronounsToWordRatio,-0.00915571818995,0.443962908473
badWordsRatio,diffTextDisplayLength,0.00325438563666,0.785547180179
badWordsRatio,diffTextDisplayProcessedLength,0.0076493593183,0.522454632292
badWordsRatio,diffTextDisplayProcessedWordsCount,-0.0181118850388,0.129913110905
badWordsRatio,diffTextDisplayWordsCount,-0.0139057037477,0.244950787904
badWordsRatio,readabilityScore,0.780722208105,0.0
badWordsRatio,diversityScore,0.0341985406228,0.00423441299878
before,capitalLetterRatio,-0.00623259492732,0.60229195646
before,capitalWordRatio,0.00434571706981,0.716348162408
before,emoticonCount,0.0125432363033,0.294283374053
before,emoticonToWordRatio,-0.0292255475053,0.0145235358147
before,firstPronounsCount,0.112604229947,3.56077205935e-21
before,firstPronounsToWordRatio,0.0881399602087,1.53966810154e-13
before,hatewordsCount,0.0905180738369,3.35794562671e-14
before,hatewordsRatio,-0.00201622207595,0.86613101974
before,insultsCount,0.0378403083127,0.00155119341013
before,insultsRatio,0.00480821699079,0.687674055441
before,isComment,-0.666816673042,0.0
before,likeCount,-0.158052531219,2.36754348082e-40
before,negativeCoefficient,-0.0387242965439,0.00119982111019
before,neutralCoefficient,-0.131888109464,1.65010412817e-28
before,positiveCoefficient,0.0387242965439,0.00119982111019
before,profanityWindow2,0.0456849985069,0.000132544563077
before,profanityWindow3,0.0118684194252,0.32102968756
before,profanityWindow4,0.0159342297676,0.182750806915
before,profanityWindow5,0.0212910957798,0.075021399234
before,punctuationRatio,0.0775207588542,8.51446726455e-11
before,secondPronounsCount,0.142048586034,7.57795093355e-33
before,secondPronounsToWordRatio,0.138725050676,2.16164374044e-31
before,sentimentLabel,0.00429243611585,0.719678243898
before,textDisplayLength,0.0883702736009,1.33086408692e-13
before,textDisplayProcessedLength,0.0812232387379,1.02996503519e-11
before,textDisplayProcessedWordsCount,0.0809979988284,1.17440217013e-11
before,textDisplayWordsCount,0.0898628396695,5.12887421754e-14
before,totalReplyCount,-0.257845068045,1.34255644982e-106
before,userAverageBadWordsCount,0.0329995653912,0.005783336084
before,userAverageBadWordsRatio,-0.0197111851692,0.0993123063139
before,userAverageCapitalLetterRatio,-0.0309300153611,0.0096913141395
before,userAverageCapitalWordRatio,-0.0125644106287,0.293469032055
before,userAverageEmoticonCount,-0.0231692568161,0.0526936189531
before,userAverageEmoticonToWordRatio,-0.0356570786118,0.00286177069718
before,userAverageFirstPronounsCount,0.070166094579,4.25989683818e-09
before,userAverageFirstPronounsToWordRatio,0.0235543329107,0.0488805145946
before,userAverageHatewordsCount,0.0610971426092,3.1698041361e-07
before,userAverageHatewordsRatio,-0.012632397017,0.290864574495
before,userAverageInsultsCount,0.0341850914229,0.0042494654577
before,userAverageInsultsRatio,-0.0079290111572,0.507363358748
before,userAverageLikeCount,-0.0975685239056,2.90654019123e-16
before,userAverageNegativeCoefficient,0.00784039931731,0.512120354837
before,userAverageNeutralCoefficient,-0.0805229137769,1.54712830386e-11
before,userAveragePositiveCoefficient,-0.00784039931731,0.512120354837
before,userAverageProfanityWindow2,0.045822221226,0.000126500878787
before,userAverageProfanityWindow3,-0.00248681813098,0.835290479198
before,userAverageProfanityWindow4,0.0144030595928,0.228477163665
before,userAverageProfanityWindow5,0.0174721558981,0.14403062828
before,userAveragePunctuationRatio,0.0132920131411,0.266403177241
before,userAverageSecondPronounsCount,0.101657490274,1.57383769199e-17
before,userAverageSecondPronounsToWordRatio,0.0977239903773,2.60717116412e-16
before,userAverageTextDisplayLength,0.0715476252874,2.10205921356e-09
before,userAverageTextDisplayProcessedLength,0.0646369465476,6.30593990454e-08
before,userAverageTextDisplayProcessedWordsCount,0.0665997503493,2.4818175732e-08
before,userAverageTextDisplayWordsCount,0.0750151906341,3.36810404333e-10
before,userNumberOfComments,-0.1073400331,2.24427303038e-19
before,userNumberOfContent,0.0773004346252,9.62577303869e-11
before,userNumberOfReplies,0.144361515715,7.01343849477e-34
before,diffBadWordsCount,0.0132549315902,0.267739596367
before,diffBadWordsRatio,0.000918717937902,0.938772072262
before,diffCapitalLetterRatio,0.0177847239853,0.136992540478
before,diffCapitalWordRatio,0.0114443815799,0.338624274477
before,diffEmoticonCount,0.0222655465211,0.0626262742624
before,diffEmoticonToWordRatio,-0.00545273253324,0.648460416067
before,diffFirstPronounsCount,0.0679063294919,1.31460026486e-08
before,diffFirstPronounsToWordRatio,0.083370020988,2.89643238674e-12
before,diffHatewordsCount,0.0476973345492,6.60155249011e-05
before,diffHatewordsRatio,-0.00421471370903,0.724545463727
before,diffInsultsCount,-0.00733555701738,0.539659232279
before,diffInsultsRatio,-0.00285163356771,0.81155278609
before,diffLikeCount,-0.174663410396,5.0343286767e-49
before,diffNegativeCoefficient,-0.0482190634441,5.48576873026e-05
before,diffNeutralCoefficient,-0.107661637595,1.75231179782e-19
before,diffPositiveCoefficient,0.0482190634441,5.48576873026e-05
before,diffProfanityWindow2,0.0200808153788,0.0931305287104
before,diffProfanityWindow3,3.18996836389e-18,1.0
before,diffProfanityWindow4,0.00195577188759,0.870108476981
before,diffProfanityWindow5,0.0220506740844,0.0652030190286
before,diffPunctuationRatio,0.0907035350378,2.97693297368e-14
before,diffSecondPronounsCount,0.0853085847712,8.9595873158e-13
before,diffSecondPronounsToWordRatio,0.101685426121,1.54216242266e-17
before,diffTextDisplayLength,0.0344311091542,0.00398165362421
before,diffTextDisplayProcessedLength,0.0335609417607,0.0050037158979
before,diffTextDisplayProcessedWordsCount,0.0320945211526,0.00727277492152
before,diffTextDisplayWordsCount,0.0332291797168,0.00545210090458
before,readabilityScore,0.00194615564523,0.870741505129
before,diversityScore,0.0914218199676,1.86294658969e-14
capitalLetterRatio,capitalWordRatio,0.897673358264,0.0
capitalLetterRatio,emoticonCount,0.0315295241836,0.00836886731567
capitalLetterRatio,emoticonToWordRatio,0.0518673623116,1.42800713672e-05
capitalLetterRatio,firstPronounsCount,-0.0786705989029,4.4639652131e-11
capitalLetterRatio,firstPronounsToWordRatio,-0.00884265124313,0.45969963162
capitalLetterRatio,hatewordsCount,-0.0839596922284,2.03269725159e-12
capitalLetterRatio,hatewordsRatio,0.00422838914151,0.72368825154
capitalLetterRatio,insultsCount,-0.0321212838563,0.00722420648878
capitalLetterRatio,insultsRatio,0.00645371849059,0.589475728106
capitalLetterRatio,isComment,0.044247190581,0.000214510103436
capitalLetterRatio,likeCount,0.00485925719577,0.684536104327
capitalLetterRatio,negativeCoefficient,-0.0657104838347,3.79907093997e-08
capitalLetterRatio,neutralCoefficient,0.0542350280485,5.68204916793e-06
capitalLetterRatio,positiveCoefficient,0.0657104838347,3.79907093997e-08
capitalLetterRatio,profanityWindow2,-0.0152561179895,0.202087685845
capitalLetterRatio,profanityWindow3,-0.00952401719814,0.425849774791
capitalLetterRatio,profanityWindow4,-0.010099478176,0.398428646492
capitalLetterRatio,profanityWindow5,-0.0141281777129,0.237481688193
capitalLetterRatio,punctuationRatio,0.21582399219,1.70774784945e-74
capitalLetterRatio,secondPronounsCount,-0.0893519327814,7.12098839439e-14
capitalLetterRatio,secondPronounsToWordRatio,-0.045718523693,0.000131043400244
capitalLetterRatio,sentimentLabel,0.0460771114149,0.000115957821682
capitalLetterRatio,textDisplayLength,-0.116904492482,1.04073758936e-22
capitalLetterRatio,textDisplayProcessedLength,-0.0994028062931,7.97361187597e-17
capitalLetterRatio,textDisplayProcessedWordsCount,-0.103624396199,3.70995443998e-18
capitalLetterRatio,textDisplayWordsCount,-0.125215451972,7.72384481258e-26
capitalLetterRatio,totalReplyCount,0.00496601631056,0.677990183739
capitalLetterRatio,userAverageBadWordsCount,-0.0491519537459,3.92175956947e-05
capitalLetterRatio,userAverageBadWordsRatio,0.0118483185789,0.321850003785
capitalLetterRatio,userAverageCapitalLetterRatio,0.627704579182,0.0
capitalLetterRatio,userAverageCapitalWordRatio,0.580410727919,0.0
capitalLetterRatio,userAverageEmoticonCount,0.0405815686403,0.000687813857
capitalLetterRatio,userAverageEmoticonToWordRatio,0.0242417504797,0.0426489680754
capitalLetterRatio,userAverageFirstPronounsCount,-0.0708746682924,2.9701951628e-09
capitalLetterRatio,userAverageFirstPronounsToWordRatio,0.000167555425957,0.98882265963
capitalLetterRatio,userAverageHatewordsCount,-0.0910726883709,2.34069635463e-14
capitalLetterRatio,userAverageHatewordsRatio,-0.0138158280498,0.248014430789
capitalLetterRatio,userAverageInsultsCount,-0.0264874900686,0.026760976838
capitalLetterRatio,userAverageInsultsRatio,0.0172192422094,0.149925695967
capitalLetterRatio,userAverageLikeCount,0.00529813942446,0.657782833077
